INSERT INTO 旅游线路_旅游时间段_旅游信息
        (3, 2, 327),
        (5, 1, 328),
        (1, 28, 329),
        (2, 27, 330),
        (2, 6, 331),
        (10, 12, 332),
        (7, 17, 333),
        (3, 26, 334),
        (3, 17, 335),
        (10, 16, 336),
        (8, 18, 337),
        (7, 15, 338),
        (7, 14, 339),
        (10, 11, 340),
        (2, 20, 341),
        (1, 6, 342),
        (9, 15, 343),
        (4, 21, 344),
        (8, 6, 345),
        (6, 9, 346),
        (9, 19, 347),
        (1, 1, 348),
        (4, 26, 349),
        (7, 13, 350),
        (8, 9, 351),
        (4, 23, 352),
        (1, 20, 353),
        (3, 16, 354),
        (10, 28, 355),
        (10, 4, 356),
        (8, 24, 357),
        (1, 23, 358),
        (9, 4, 359),
        (10, 28, 360),
        (6, 17, 361),
        (2, 8, 362),
        (4, 5, 363),
        (1, 12, 364),
        (6, 11, 365),
        (4, 10, 366),
        (10, 4, 367),
        (6, 3, 368),
        (8, 17, 369),
        (6, 7, 370),
        (8, 25, 371),
        (2, 22, 372),
        (2, 14, 373),
        (5, 13, 374),
        (3, 19, 375),
        (1, 8, 376),
        (4, 2, 377),
        (3, 4, 378),
        (2, 10, 379),
        (8, 17, 380),
        (1, 8, 381),
        (7, 29, 382),
        (5, 27, 383),
        (2, 17, 384),
        (4, 25, 385),
        (5, 5, 386),
        (9, 27, 387),
        (4, 29, 388),
        (1, 27, 389),
        (9, 10, 390),
        (4, 16, 391),
        (1, 7, 392),
        (2, 28, 393),
        (6, 30, 394),
        (2, 29, 395),
        (8, 15, 396),
        (1, 30, 397),
        (5, 28, 398),
        (8, 7, 399),
        (1, 3, 400),
        (2, 11, 401),
        (4, 23, 402),
        (10, 27, 403),
        (4, 26, 404),
        (1, 22, 405),
        (2, 6, 406),
        (9, 14, 407),
        (8, 25, 408),
        (10, 8, 409),
        (2, 20, 410),
        (4, 22, 411),
        (2, 8, 412),
        (5, 9, 413),
        (6, 19, 414),
        (10, 13, 415),
        (2, 13, 416),
        (4, 17, 417),
        (7, 15, 418),
        (5, 23, 419),
        (5, 10, 420),
        (4, 6, 421),
        (10, 10, 422),
        (10, 5, 423),
        (3, 13, 424),
        (10, 9, 425),
        (7, 16, 426),
        (9, 28, 427),
        (8, 2, 428),
        (10, 28, 429),
        (10, 14, 430),
        (10, 25, 431),
        (8, 13, 432),
        (6, 2, 433),
        (3, 7, 434),
        (3, 4, 435),
        (2, 30, 436),
        (10, 17, 437),
        (1, 13, 438),
        (3, 30, 439),
        (1, 13, 440),
        (8, 6, 441),
        (5, 27, 442),
        (10, 4, 443),
        (10, 14, 444),
        (6, 10, 445),
        (6, 27, 446),
        (7, 7, 447),
        (9, 15, 448),
        (2, 3, 449),
        (6, 17, 450),
        (4, 15, 451),
        (10, 19, 452),
        (4, 7, 453),
        (4, 19, 454),
        (4, 19, 455),
        (2, 2, 456),
        (5, 12, 457),
        (10, 17, 458),
        (5, 22, 459),
        (9, 4, 460),
        (5, 11, 461),
        (5, 12, 462),
        (9, 21, 463),
        (8, 14, 464),
        (9, 16, 465),
        (4, 29, 466),
        (3, 9, 467),
        (6, 7, 468),
        (7, 8, 469),
        (10, 3, 470),
        (5, 9, 471),
        (7, 21, 472),
        (3, 15, 473),
        (1, 24, 474),
        (4, 22, 475),
        (8, 27, 476),
        (2, 11, 477),
        (4, 5, 478),
        (4, 19, 479),
        (9, 24, 480),
        (3, 9, 481),
        (7, 25, 482),
        (3, 22, 483),
        (5, 29, 484),
        (7, 23, 485),
        (9, 16, 486),
        (2, 12, 487),
        (2, 10, 488),
        (10, 20, 489),
        (9, 4, 490),
        (3, 21, 491),
        (7, 7, 492),
        (5, 28, 493),
        (5, 19, 494),
        (10, 29, 495),
        (2, 11, 496),
        (9, 9, 497),
        (1, 27, 498),
        (10, 17, 499),
        (6, 13, 500),
        (8, 10, 501),
        (2, 22, 502),
        (8, 27, 503),
        (2, 25, 504),
        (8, 8, 505),
        (8, 30, 506),
        (5, 11, 507),
        (4, 22, 508),
        (7, 7, 509),
        (1, 29, 510),
        (8, 20, 511),
        (9, 25, 512),
        (5, 30, 513),
        (6, 5, 514),
        (4, 30, 515),
        (6, 3, 516),
        (10, 13, 517),
        (9, 17, 518),
        (4, 8, 519),
        (8, 20, 520),
        (8, 18, 521),
        (2, 18, 522),
        (10, 24, 523),
        (5, 13, 524),
        (7, 25, 525),
        (1, 5, 526),
        (2, 6, 527),
        (10, 28, 528),
        (3, 22, 529),
        (2, 13, 530),
        (5, 15, 531),
        (7, 5, 532),
        (5, 13, 533),
        (2, 19, 534),
        (2, 26, 535),
        (3, 2, 536),
        (2, 6, 537),
        (9, 28, 538),
        (6, 9, 539),
        (6, 14, 540),
        (9, 2, 541),
        (3, 29, 542),
        (6, 11, 543),
        (6, 2, 544),
        (3, 16, 545),
        (1, 11, 546),
        (5, 6, 547),
        (5, 9, 548),
        (1, 29, 549),
        (3, 14, 550),
        (7, 17, 551),
        (3, 21, 552),
        (7, 23, 553),
        (10, 16, 554),
        (1, 24, 555),
        (2, 3, 556),
        (8, 23, 557),
        (3, 9, 558),
        (2, 29, 559),
        (2, 20, 560),
        (8, 1, 561),
        (3, 30, 562),
        (6, 7, 563),
        (6, 23, 564),
        (10, 25, 565),
        (8, 12, 566),
        (8, 30, 567),
        (2, 21, 568),
        (7, 19, 569),
        (4, 23, 570),
        (6, 19, 571),
        (6, 29, 572),
        (10, 3, 573),
        (6, 19, 574),
        (6, 29, 575),
        (9, 18, 576),
        (7, 4, 577),
        (4, 26, 578),
        (3, 6, 579),
        (7, 25, 580),
        (3, 13, 581),
        (8, 29, 582),
        (1, 16, 583),
        (9, 12, 584),
        (3, 25, 585),
        (9, 29, 586),
        (10, 11, 587),
        (4, 10, 588),
        (5, 26, 589),
        (3, 25, 590),
        (7, 21, 591),
        (10, 15, 592),
        (2, 28, 593),
        (3, 20, 594),
        (7, 21, 595),
        (3, 14, 596),
        (4, 15, 597),
        (8, 16, 598),
        (6, 27, 599),
        (10, 7, 600),
        (9, 13, 601),
        (4, 21, 602),
        (1, 23, 603),
        (5, 2, 604),
        (6, 2, 605),
        (8, 4, 606),
        (10, 21, 607),
        (7, 11, 608),
        (7, 29, 609),
        (1, 8, 610),
        (7, 24, 611),
        (9, 29, 612),
        (2, 13, 613),
        (10, 27, 614),
        (8, 9, 615),
        (2, 29, 616),
        (10, 9, 617),
        (7, 12, 618),
        (4, 18, 619),
        (3, 29, 620),
        (8, 1, 621),
        (10, 18, 622),
        (8, 20, 623),
        (1, 18, 624),
        (7, 11, 625),
        (9, 13, 626),
        (10, 25, 627),
        (8, 18, 628),
        (3, 29, 629),
        (3, 18, 630),
        (3, 12, 631),
        (5, 23, 632),
        (1, 2, 633),
        (10, 15, 634),
        (1, 4, 635),
        (3, 9, 636),
        (1, 1, 637),
        (9, 15, 638),
        (7, 21, 639),
        (3, 23, 640),
        (5, 10, 641),
        (8, 2, 642),
        (10, 23, 643),
        (1, 26, 644),
        (1, 20, 645),
        (6, 4, 646),
        (4, 23, 647),
        (2, 3, 648),
        (8, 12, 649),
        (3, 13, 650),
        (6, 13, 651),
        (2, 14, 652),
        (2, 6, 653),
        (2, 10, 654),
        (1, 8, 655),
        (1, 7, 656),
        (4, 18, 657),
        (8, 15, 658),
        (3, 22, 659),
        (1, 24, 660),
        (2, 13, 661),
        (5, 5, 662),
        (4, 19, 663),
        (4, 21, 664),
        (5, 25, 665),
        (4, 29, 666),
        (7, 29, 667),
        (3, 5, 668),
        (10, 21, 669),
        (8, 1, 670),
        (1, 17, 671),
        (9, 21, 672),
        (9, 21, 673),
        (2, 16, 674),
        (5, 28, 675),
        (10, 27, 676),
        (9, 27, 677),
        (5, 1, 678),
        (10, 14, 679),
        (2, 18, 680),
        (8, 14, 681),
        (5, 1, 682),
        (2, 15, 683),
        (9, 19, 684),
        (10, 8, 685),
        (1, 17, 686),
        (4, 23, 687),
        (9, 6, 688),
        (1, 30, 689),
        (7, 19, 690),
        (9, 24, 691),
        (10, 12, 692),
        (9, 15, 693),
        (4, 28, 694),
        (8, 20, 695),
        (7, 2, 696),
        (6, 5, 697),
        (2, 23, 698),
        (6, 25, 699),
        (7, 3, 700),
        (4, 16, 701),
        (7, 18, 702),
        (9, 17, 703),
        (7, 3, 704),
        (8, 6, 705),
        (10, 27, 706),
        (3, 27, 707),
        (9, 9, 708),
        (3, 11, 709),
        (6, 22, 710),
        (2, 22, 711),
        (2, 15, 712),
        (9, 4, 713),
        (1, 1, 714),
        (6, 29, 715),
        (4, 27, 716),
        (3, 17, 717),
        (2, 30, 718),
        (6, 12, 719),
        (1, 15, 720),
        (5, 7, 721),
        (6, 25, 722),
        (8, 17, 723),
        (1, 9, 724),
        (9, 6, 725),
        (3, 14, 726),
        (1, 28, 727),
        (10, 1, 728),
        (3, 4, 729),
        (10, 18, 730),
        (10, 22, 731),
        (10, 3, 732),
        (6, 15, 733),
        (6, 3, 734),
        (10, 24, 735),
        (10, 9, 736),
        (1, 14, 737),
        (4, 21, 738),
        (3, 17, 739),
        (9, 19, 740),
        (7, 26, 741),
        (8, 22, 742),
        (3, 4, 743),
        (2, 10, 744),
        (3, 25, 745),
        (1, 22, 746),
        (10, 12, 747),
        (3, 12, 748),
        (1, 7, 749),
        (7, 8, 750),
        (10, 11, 751),
        (6, 16, 752),
        (9, 17, 753),
        (5, 17, 754),
        (1, 19, 755),
        (2, 7, 756),
        (7, 13, 757),
        (10, 30, 758),
        (7, 4, 759),
        (9, 2, 760),
        (8, 24, 761),
        (1, 28, 762),
        (3, 30, 763),
        (7, 30, 764),
        (6, 5, 765),
        (5, 8, 766),
        (7, 6, 767),
        (6, 23, 768),
        (2, 14, 769),
        (1, 5, 770),
        (8, 6, 771),
        (8, 7, 772),
        (2, 19, 773),
        (6, 13, 774),
        (1, 28, 775),
        (6, 26, 776),
        (8, 26, 777),
        (4, 16, 778),
        (9, 22, 779),
        (2, 14, 780),
        (8, 14, 781),
        (2, 16, 782),
        (2, 28, 783),
        (6, 5, 784),
        (6, 26, 785),
        (3, 4, 786),
        (6, 10, 787),
        (6, 7, 788),
        (2, 25, 789),
        (2, 10, 790),
        (9, 6, 791),
        (6, 26, 792),
        (8, 29, 793),
        (7, 14, 794),
        (2, 29, 795),
        (10, 3, 796),
        (7, 15, 797),
        (2, 3, 798),
        (4, 9, 799),
        (10, 10, 800),
        (2, 14, 801),
        (3, 19, 802),
        (6, 26, 803),
        (9, 2, 804),
        (6, 3, 805),
        (4, 11, 806),
        (9, 29, 807),
        (3, 11, 808),
        (6, 23, 809),
        (3, 15, 810),
        (2, 8, 811),
        (10, 3, 812),
        (6, 9, 813),
        (3, 8, 814),
        (3, 23, 815),
        (2, 21, 816),
        (4, 18, 817),
        (10, 9, 818),
        (3, 23, 819),
        (6, 15, 820),
        (9, 19, 821),
        (4, 1, 822),
        (5, 12, 823),
        (7, 12, 824),
        (7, 18, 825),
        (8, 11, 826),
        (7, 26, 827),
        (9, 27, 828),
        (3, 17, 829),
        (3, 8, 830),
        (8, 27, 831),
        (4, 21, 832),
        (3, 30, 833),
        (5, 11, 834),
        (4, 19, 835),
        (8, 28, 836),
        (6, 23, 837),
        (1, 26, 838),
        (5, 4, 839),
        (10, 14, 840),
        (2, 18, 841),
        (6, 20, 842),
        (8, 13, 843),
        (2, 2, 844),
        (5, 5, 845),
        (8, 23, 846),
        (10, 29, 847),
        (2, 13, 848),
        (9, 2, 849),
        (1, 17, 850),
        (6, 8, 851),
        (7, 14, 852),
        (6, 26, 853),
        (3, 24, 854),
        (1, 22, 855),
        (5, 27, 856),
        (1, 22, 857),
        (6, 18, 858),
        (8, 30, 859),
        (2, 2, 860),
        (9, 21, 861),
        (8, 19, 862),
        (7, 29, 863),
        (9, 9, 864),
        (7, 20, 865),
        (6, 23, 866),
        (2, 8, 867),
        (1, 5, 868),
        (10, 23, 869),
        (10, 18, 870),
        (3, 28, 871),
        (9, 13, 872),
        (10, 11, 873),
        (6, 20, 874),
        (9, 13, 875),
        (3, 17, 876),
        (4, 3, 877),
        (10, 23, 878),
        (8, 27, 879),
        (7, 30, 880),
        (10, 18, 881),
        (5, 18, 882),
        (10, 5, 883),
        (2, 11, 884),
        (8, 15, 885),
        (7, 30, 886),
        (3, 23, 887),
        (8, 8, 888),
        (6, 12, 889),
        (8, 10, 890),
        (9, 29, 891),
        (9, 9, 892),
        (2, 30, 893),
        (8, 15, 894),
        (8, 20, 895),
        (2, 9, 896),
        (3, 5, 897),
        (10, 1, 898),
        (2, 27, 899),
        (6, 18, 900),
        (2, 23, 901),
        (6, 4, 902),
        (3, 18, 903),
        (10, 6, 904),
        (3, 7, 905),
        (3, 13, 906),
        (9, 6, 907),
        (8, 14, 908),
        (9, 17, 909),
        (4, 13, 910),
        (4, 12, 911),
        (3, 23, 912),
        (10, 22, 913),
        (2, 14, 914),
        (7, 6, 915),
        (5, 27, 916),
        (2, 30, 917),
        (4, 7, 918),
        (8, 7, 919),
        (7, 13, 920),
        (9, 27, 921),
        (9, 23, 922),
        (8, 3, 923),
        (10, 4, 924),
        (2, 13, 925),
        (5, 23, 926),
        (6, 6, 927),
        (6, 13, 928),
        (3, 2, 929),
        (5, 6, 930),
        (7, 1, 931),
        (8, 24, 932),
        (3, 13, 933),
        (2, 8, 934),
        (8, 8, 935),
        (2, 12, 936),
        (2, 14, 937),
        (8, 28, 938),
        (1, 17, 939),
        (9, 28, 940),
        (2, 7, 941),
        (3, 9, 942),
        (7, 15, 943),
        (9, 13, 944),
        (10, 20, 945),
        (4, 25, 946),
        (10, 12, 947),
        (9, 28, 948),
        (8, 7, 949),
        (3, 2, 950),
        (7, 18, 951),
        (7, 1, 952),
        (7, 20, 953),
        (8, 19, 954),
        (4, 14, 955),
        (1, 7, 956),
        (6, 25, 957),
        (3, 12, 958),
        (10, 17, 959),
        (1, 24, 960),
        (3, 28, 961),
        (7, 23, 962),
        (3, 23, 963),
        (7, 12, 964),
        (4, 2, 965),
        (3, 23, 966),
        (7, 30, 967),
        (4, 10, 968),
        (6, 20, 969),
        (4, 11, 970),
        (5, 30, 971),
        (1, 8, 972),
        (8, 28, 973),
        (10, 6, 974),
        (9, 8, 975),
        (5, 16, 976),
        (8, 1, 977),
        (6, 12, 978),
        (9, 24, 979),
        (5, 13, 980),
        (7, 2, 981),
        (7, 11, 982),
        (9, 30, 983),
        (1, 28, 984),
        (9, 27, 985),
        (1, 4, 986),
        (4, 12, 987),
        (10, 22, 988),
        (7, 21, 989),
        (1, 4, 990),
        (10, 2, 991),
        (10, 17, 992),
        (10, 1, 993),
        (2, 24, 994),
        (6, 2, 995),
        (2, 27, 996),
        (2, 27, 997),
        (6, 6, 998),
        (1, 6, 999),
        (4, 8, 1000);

